p.value	HR	Low 95%CI	High 95%CI
ADRB2	0.0037907690351254	0.802197342929195	0.691002307761524	0.93128571319439
CD19	0.00460176241085246	0.801800535866483	0.688195450814158	0.934159181894076
HLA-DMA	0.00148171709834931	0.800572628850109	0.697958669298737	0.918272903906939
HLA-DOB	0.00237366138103716	0.800391156217118	0.69332729398108	0.923987860440494
IL5RA	0.0122551074850212	0.800131099299876	0.67202235284652	0.952661430613221
IL5RA.1	0.0122551074850212	0.800131099299876	0.67202235284652	0.952661430613221
IL23R	0.0250687062552177	0.79942340513603	0.657235742045223	0.972372224752365
IL23R.1	0.0250687062552177	0.79942340513603	0.657235742045223	0.972372224752365
TNFRSF13B	0.00843374754186519	0.797643058018182	0.674139151879752	0.94377317536081
TNFRSF13B.1	0.00843374754186519	0.797643058018182	0.674139151879752	0.94377317536081
NR3C2	0.00284421661905207	0.797033165992441	0.686697823541309	0.925096666851048
CX3CR1	0.00343680908510713	0.796389992722548	0.683736430846123	0.927604544522736
CX3CR1.1	0.00343680908510713	0.796389992722548	0.683736430846123	0.927604544522736
IL16	0.00175371078851006	0.794369746295538	0.687700419061541	0.917584570750668
IL16.1	0.00175371078851006	0.794369746295538	0.687700419061541	0.917584570750668
CMTM5	0.0354562581797139	0.793689648514729	0.639928644465546	0.984396094170076
CD1B	0.00406067167711777	0.793294182546829	0.677388768124181	0.929031731372425
GDF10	0.00489979487008217	0.791021341688157	0.671837808998339	0.931347945330773
GDF10.1	0.00489979487008217	0.791021341688157	0.671837808998339	0.931347945330773
PTGDR2	0.00803320980845431	0.790026700042568	0.663675603915298	0.940432619638382
PTGDR2.1	0.00803320980845431	0.790026700042568	0.663675603915298	0.940432619638382
CD1C	0.00185704088609172	0.789976273803087	0.680980179857119	0.916418027471443
SFTPD	0.00128559972630699	0.789398088819243	0.683542880626658	0.911646306754279
HGF	0.00287540842447498	0.788505783879387	0.674450331692244	0.921849010958676
HGF.1	0.00287540842447498	0.788505783879387	0.674450331692244	0.921849010958676
IL2	0.00658416162227031	0.787913536431969	0.663446748646045	0.935731077376851
IL2.1	0.00658416162227031	0.787913536431969	0.663446748646045	0.935731077376851
IL2.2	0.00658416162227031	0.787913536431969	0.663446748646045	0.935731077376851
IL2.3	0.00658416162227031	0.787913536431969	0.663446748646045	0.935731077376851
GHRL	0.00543733448946946	0.786162883168327	0.663504972481653	0.931495775472318
CD1E	0.00226128851308149	0.786124558176252	0.673614881517418	0.917426021788132
KL	0.00614182502244431	0.783971826636765	0.65871119258452	0.933052044475962
KIR3DL2	0.0249161720524934	0.783164762047537	0.632540230846822	0.969656971370578
KIR3DL2.1	0.0249161720524934	0.783164762047537	0.632540230846822	0.969656971370578
SERPIND1	0.00337236160427075	0.782431510430236	0.664061003846705	0.921901850835775
ANGPTL5	0.00911246413105008	0.78000927908478	0.647149404214539	0.940145307244478
LIFR	0.000970332216971191	0.776103227553283	0.667604924096234	0.902234537341126
CCR6	0.00278752530665686	0.775005646100073	0.655766884654091	0.915925713150059
CCR6.1	0.00278752530665686	0.775005646100073	0.655766884654091	0.915925713150059
CCR6.2	0.00278752530665686	0.775005646100073	0.655766884654091	0.915925713150059
VIPR1	0.00106704766309368	0.773774498117302	0.663586894188882	0.902258587654178
RXFP2	0.0252902279753825	0.773183576407922	0.61716034718103	0.968650765651979
BMP15	0.00827921810054178	0.770507881707146	0.63494194494303	0.93501839105322
BMP15.1	0.00827921810054178	0.770507881707146	0.63494194494303	0.93501839105322
CD40LG	0.000493768924801892	0.758841654428675	0.649727184685071	0.886280688371018
CD40LG.1	0.000493768924801892	0.758841654428675	0.649727184685071	0.886280688371018
CD40LG.2	0.000493768924801892	0.758841654428675	0.649727184685071	0.886280688371018
CXCL17	1.04024498693212e-05	0.751939932219052	0.662426048724449	0.853549860779687
CXCL17.1	1.04024498693212e-05	0.751939932219052	0.662426048724449	0.853549860779687
XCR1	0.000700108941673059	0.748550897363327	0.633127443980266	0.885016833926577
XCR1.1	0.000700108941673059	0.748550897363327	0.633127443980266	0.885016833926577
BMP5	0.000150257746861975	0.748165836304337	0.643943961467319	0.869255947889459
BMP5.1	0.000150257746861975	0.748165836304337	0.643943961467319	0.869255947889459
IL17F	0.0159848906686712	0.727320578225627	0.561355669461338	0.942353043335378
IL17F.1	0.0159848906686712	0.727320578225627	0.561355669461338	0.942353043335378
HTR3C	0.0320768212506555	0.723454535804337	0.538093126504391	0.97266892958834
KIR2DL1	0.0174131166214665	0.660035484916478	0.468646162075941	0.929585850909703
KIR2DL1.1	0.0174131166214665	0.660035484916478	0.468646162075941	0.929585850909703
