ID	description	GeneRatio	BgRatio	pValue	FDR	qvalue	geneID	size	DB	enrichmentRatio
GO:0010955	GO:0010955	negative regulation of protein processing	4/217	37/17913	0.00101125892090802	0.0323915615181569	0.0274351307896913	LRRK2/A2M/C4BPA/VSIG4	4	geneontology_Biological_Process	0.0184331797235023
GO:0046006	GO:0046006	regulation of activated T cell proliferation	4/217	37/17913	0.00101125892090802	0.0323915615181569	0.0274351307896913	AGER/PDCD1LG2/IL2RA/CD274	4	geneontology_Biological_Process	0.0184331797235023
GO:1903318	GO:1903318	negative regulation of protein maturation	4/217	37/17913	0.00101125892090802	0.0323915615181569	0.0274351307896913	LRRK2/A2M/C4BPA/VSIG4	4	geneontology_Biological_Process	0.0184331797235023
GO:0016137	GO:0016137	glycoside metabolic process	3/217	17/17913	0.00105171379478898	0.0330068157617108	0.027956241222461	AKR1C2/AKR1C3/AKR1C1	3	geneontology_Biological_Process	0.0138248847926267
GO:0045056	GO:0045056	transcytosis	3/217	17/17913	0.00105171379478898	0.0330068157617108	0.027956241222461	PIGR/AGER/GPIHBP1	3	geneontology_Biological_Process	0.0138248847926267
GO:0097529	GO:0097529	myeloid leukocyte migration	8/217	170/17913	0.00111592084868221	0.0344417873294999	0.0291716390235122	SFTPD/AGER/ITGA9/CCL13/ANXA1/ADAM8/CALCA/CXCL10	8	geneontology_Biological_Process	0.0368663594470046
GO:0033280	GO:0033280	response to vitamin D	4/217	38/17913	0.0011196075057224	0.0344417873294999	0.0291716390235122	STC2/ALPL/TNC/CXCL10	4	geneontology_Biological_Process	0.0184331797235023
GO:0072577	GO:0072577	endothelial cell apoptotic process	5/217	65/17913	0.00114048461839846	0.0347400559741569	0.0294242677605381	NDNF/COL4A3/FGA/AKR1C3/FGG	5	geneontology_Biological_Process	0.0230414746543779
GO:0009636	GO:0009636	response to toxic substance	15/217	499/17913	0.0011584314516897	0.0348353282403219	0.0295049618351786	INMT/LRRK2/CCNB1/AQP1/CA3/CLDN18/FBLN5/CPS1/PPP1R1B/AKR7A3/CD14/GPX2/TNC/AREG/MET	15	geneontology_Biological_Process	0.0691244239631336
GO:0016101	GO:0016101	diterpenoid metabolic process	6/217	97/17913	0.00116603609172626	0.0348353282403219	0.0295049618351786	GPC4/GPIHBP1/GPC3/SDR16C5/AKR1C3/AKR1C1	6	geneontology_Biological_Process	0.0276497695852535
GO:0043030	GO:0043030	regulation of macrophage activation	5/217	66/17913	0.00122198076219076	0.0351735806175534	0.0297914561495717	LRRK2/IL33/AGER/VSIG4/SLC7A2	5	geneontology_Biological_Process	0.0230414746543779
GO:0001894	GO:0001894	tissue homeostasis	9/217	214/17913	0.00122568882193493	0.0351735806175534	0.0297914561495717	PIGR/CTSH/SFTPD/CLDN18/NAPSA/LTF/ADAM8/CALCA/MUC13	9	geneontology_Biological_Process	0.0414746543778802
GO:0007597	GO:0007597	blood coagulation, intrinsic pathway	3/217	18/17913	0.00125083644430237	0.0351735806175534	0.0297914561495717	A2M/VWF/APOH	3	geneontology_Biological_Process	0.0138248847926267
GO:0032693	GO:0032693	negative regulation of interleukin-10 production	3/217	18/17913	0.00125083644430237	0.0351735806175534	0.0297914561495717	AGER/PDCD1LG2/CD274	3	geneontology_Biological_Process	0.0138248847926267
GO:0051895	GO:0051895	negative regulation of focal adhesion assembly	3/217	18/17913	0.00125083644430237	0.0351735806175534	0.0297914561495717	FAM107A/DLC1/APOD	3	geneontology_Biological_Process	0.0138248847926267
GO:1902644	GO:1902644	tertiary alcohol metabolic process	3/217	18/17913	0.00125083644430237	0.0351735806175534	0.0297914561495717	AKR1C2/AKR1C3/AKR1C1	3	geneontology_Biological_Process	0.0138248847926267
GO:0051249	GO:0051249	regulation of lymphocyte activation	13/217	401/17913	0.00125660362038894	0.0351735806175534	0.0297914561495717	SFTPD/AGER/SCGB1A1/GAL/INHA/VSIG4/FGL1/PDCD1LG2/IL2RA/CD274/ANXA1/ADAM8/IRS2	13	geneontology_Biological_Process	0.0599078341013825
GO:0070227	GO:0070227	lymphocyte apoptotic process	5/217	67/17913	0.00130770419336407	0.0362771154355552	0.0307261323628777	AURKB/IL2RA/CD274/ADAM8/IRS2	5	geneontology_Biological_Process	0.0230414746543779
GO:0019369	GO:0019369	arachidonic acid metabolic process	4/217	40/17913	0.00136026080387435	0.03740115325343	0.0316781742867803	PTGDS/ALOX15B/ALOX15/AKR1C3	4	geneontology_Biological_Process	0.0184331797235023
GO:0050708	GO:0050708	regulation of protein secretion	14/217	456/17913	0.00138133649382836	0.0376474779502169	0.0318868073367581	LRRK2/IL33/AGER/ALOX15B/CLEC5A/CD14/FGA/CD274/ANXA1/ADAM8/IRS2/AIM2/KCNN4/FGG	14	geneontology_Biological_Process	0.0645161290322581
GO:0042098	GO:0042098	T cell proliferation	8/217	177/17913	0.00144404115568133	0.0389854175491175	0.0330200206233103	SFTPD/AGER/SCGB1A1/VSIG4/PDCD1LG2/IL2RA/CD274/ANXA1	8	geneontology_Biological_Process	0.0368663594470046
GO:0034104	GO:0034104	negative regulation of tissue remodeling	3/217	19/17913	0.00147217053269589	0.0389854175491175	0.0330200206233103	AGER/CLDN18/CALCA	3	geneontology_Biological_Process	0.0138248847926267
GO:1903392	GO:1903392	negative regulation of adherens junction organization	3/217	19/17913	0.00147217053269589	0.0389854175491175	0.0330200206233103	FAM107A/DLC1/APOD	3	geneontology_Biological_Process	0.0138248847926267
GO:0002526	GO:0002526	acute inflammatory response	9/217	220/17913	0.00148446001984653	0.0389854175491175	0.0330200206233103	C7/A2M/C4BPA/C1QB/CR2/VSIG4/CD163/C1QC/ADAM8	9	geneontology_Biological_Process	0.0414746543778802
GO:0050798	GO:0050798	activated T cell proliferation	4/217	41/17913	0.00149316533258609	0.0389854175491175	0.0330200206233103	AGER/PDCD1LG2/IL2RA/CD274	4	geneontology_Biological_Process	0.0184331797235023
GO:0006690	GO:0006690	icosanoid metabolic process	6/217	102/17913	0.00151161562218671	0.0390691346571352	0.0330909276651493	PTGDS/GGTLC1/ALOX15B/ALOX15/AKR1C2/AKR1C3	6	geneontology_Biological_Process	0.0276497695852535
GO:0019932	GO:0019932	second-messenger-mediated signaling	12/217	360/17913	0.00152152085404357	0.0390691346571352	0.0330909276651493	SCTR/LRRK2/SELP/NDNF/AQP1/TMEM100/GAL/FPR1/CXCL9/CALCA/CXCL11/CXCL10	12	geneontology_Biological_Process	0.0552995391705069
GO:0060562	GO:0060562	epithelial tube morphogenesis	11/217	313/17913	0.0015676824480138	0.0399079091197831	0.0338013561226628	CTSH/TCF21/IRX2/DLC1/GPC3/NKX2-1/FOLR1/TNC/AREG/CXCL10/MET	11	geneontology_Biological_Process	0.0506912442396313
GO:2000116	GO:2000116	regulation of cysteine-type endopeptidase activity	9/217	222/17913	0.00157987538517326	0.0399079091197831	0.0338013561226628	CTSH/LAMP3/CYFIP2/AQP1/COL4A3/FAS/DLC1/LTF/AIM2	9	geneontology_Biological_Process	0.0414746543778802
GO:0002455	GO:0002455	humoral immune response mediated by circulating immunoglobulin	6/217	104/17913	0.00166977003525704	0.0418385120930937	0.0354365457397504	C7/EXO1/C4BPA/C1QB/CR2/C1QC	6	geneontology_Biological_Process	0.0276497695852535
GO:0035357	GO:0035357	peroxisome proliferator activated receptor signaling pathway	3/217	20/17913	0.00171658550903746	0.042667449412635	0.0361386422955254	LMO3/ALOX15B/ALOX15	3	geneontology_Biological_Process	0.0138248847926267
GO:0032609	GO:0032609	interferon-gamma production	6/217	105/17913	0.00175340985969571	0.0432368605878935	0.0366209243879639	IL33/SCGB1A1/INHA/PDCD1LG2/CD14/CD274	6	geneontology_Biological_Process	0.0276497695852535
GO:0006721	GO:0006721	terpenoid metabolic process	6/217	106/17913	0.00184019110914425	0.0450194785520565	0.0381307730862878	GPC4/GPIHBP1/GPC3/SDR16C5/AKR1C3/AKR1C1	6	geneontology_Biological_Process	0.0276497695852535
GO:0048871	GO:0048871	multicellular organismal homeostasis	14/217	472/17913	0.00190338220511319	0.0462016289944272	0.0391320354669653	PIGR/CTSH/AQP4/SFTPD/AQP1/CLDN18/NAPSA/LTF/PLAC8/ADAM8/CALCA/MUC13/MET/BPIFA1	14	geneontology_Biological_Process	0.0645161290322581
GO:0002685	GO:0002685	regulation of leukocyte migration	8/217	186/17913	0.00197375693806711	0.0470772095862045	0.0398736381229181	SELP/IL33/AGER/APOD/ANXA1/ADAM8/ITGA2/CXCL10	8	geneontology_Biological_Process	0.0368663594470046
GO:0071379	GO:0071379	cellular response to prostaglandin stimulus	3/217	21/17913	0.00198490970575886	0.0470772095862045	0.0398736381229181	AKR1C2/AKR1C3/TNC	3	geneontology_Biological_Process	0.0138248847926267
GO:0071459	GO:0071459	protein localization to chromosome, centromeric region	3/217	21/17913	0.00198490970575886	0.0470772095862045	0.0398736381229181	CENPA/AURKB/BUB1B	3	geneontology_Biological_Process	0.0138248847926267
GO:0048754	GO:0048754	branching morphogenesis of an epithelial tube	7/217	146/17913	0.00203566595193502	0.0474173128324648	0.0401617000935619	CTSH/TCF21/GPC3/NKX2-1/TNC/AREG/MET	7	geneontology_Biological_Process	0.032258064516129
GO:0030104	GO:0030104	water homeostasis	5/217	74/17913	0.00203736301035712	0.0474173128324648	0.0401617000935619	SCTR/AQP4/AQP1/MET/BPIFA1	5	geneontology_Biological_Process	0.0230414746543779
GO:0045089	GO:0045089	positive regulation of innate immune response	12/217	373/17913	0.00204503376876417	0.0474173128324648	0.0401617000935619	SFTPD/SFTPA1/SFTPA2/DMBT1/LTF/CD14/FGA/ADAM8/GBP5/AIM2/MUC13/FGG	12	geneontology_Biological_Process	0.0552995391705069
GO:0030595	GO:0030595	leukocyte chemotaxis	8/217	188/17913	0.00210999021967666	0.0479871008515553	0.0406443013666553	SFTPD/ITGA9/CCL13/ANXA1/ADAM8/CALCA/CXCL11/CXCL10	8	geneontology_Biological_Process	0.0368663594470046
GO:0002224	GO:0002224	toll-like receptor signaling pathway	7/217	147/17913	0.00211594232914808	0.0479871008515553	0.0406443013666553	SFTPD/SFTPA1/SFTPA2/LTF/CD14/FGA/FGG	7	geneontology_Biological_Process	0.032258064516129
GO:0007051	GO:0007051	spindle organization	7/217	147/17913	0.00211594232914808	0.0479871008515553	0.0406443013666553	CCNB1/AURKB/AURKA/NEK2/CDC20/MYBL2/FLNA	7	geneontology_Biological_Process	0.032258064516129
GO:0010811	GO:0010811	positive regulation of cell-substrate adhesion	6/217	110/17913	0.00222024793773032	0.049987756105276	0.0423388241367337	ABI3BP/NDNF/ALOX15/FLNA/FGA/FGG	6	geneontology_Biological_Process	0.0276497695852535
GO:0031012	GO:0031012	extracellular matrix	32/224	468/18678	1.46446528278558e-15	4.52519772380745e-13	3.91551770344777e-13	ABI3BP/ADAMTS8/MFAP4/CTSH/TNXB/COL6A6/A2M/MGP/NDNF/PRG4/ITIH5/COL4A3/GPC4/ELN/COL4A4/FBLN5/C1QB/VWF/C1QC/ALPL/GPC3/APOH/FGA/CHI3L1/COL25A1/ANXA1/PI3/SMOC1/TNC/AMBP/FGG/MMP13	32	geneontology_Cellular_Component	0.142857142857143
GO:0062023	GO:0062023	collagen-containing extracellular matrix	27/224	399/18678	3.65466560128421e-13	5.6464583539841e-11	4.88571085645362e-11	ABI3BP/ADAMTS8/MFAP4/CTSH/TNXB/COL6A6/A2M/MGP/PRG4/ITIH5/COL4A3/GPC4/ELN/COL4A4/FBLN5/C1QB/VWF/C1QC/GPC3/APOH/FGA/COL25A1/ANXA1/SMOC1/TNC/AMBP/FGG	27	geneontology_Cellular_Component	0.120535714285714
GO:0042599	GO:0042599	lamellar body	8/224	17/18678	8.36533719726329e-12	8.61629731318119e-10	7.45542332668378e-10	CTSH/SFTPC/LAMP3/SFTPA1/SFTPA2/NAPSA/ABCA3/SFTA3	8	geneontology_Cellular_Component	0.0357142857142857
GO:0009897	GO:0009897	external side of plasma membrane	16/224	199/18678	2.40093388443776e-09	1.85472142572817e-07	1.60483475433472e-07	MS4A1/SELP/AQP4/GPC4/GPIHBP1/CD163/FOLR1/FCGR3A/CD14/FGA/IL2RA/CXCL9/ANXA1/ITGA2/CXCL10/FGG	16	geneontology_Cellular_Component	0.0714285714285714
GO:0098552	GO:0098552	side of membrane	19/224	359/18678	7.22253662423744e-08	4.14395039942106e-06	3.58563584211531e-06	LRRK2/MS4A1/SELP/AQP4/ESYT3/GPC4/GPIHBP1/CD163/ALOX15/FOLR1/FCGR3A/CD14/FGA/IL2RA/CXCL9/ANXA1/ITGA2/CXCL10/FGG	19	geneontology_Cellular_Component	0.0848214285714286
GO:0005581	GO:0005581	collagen trimer	10/224	86/18678	8.0465056299438e-08	4.14395039942106e-06	3.58563584211531e-06	COL6A6/SFTPD/SFTPA1/SFTPA2/COL4A3/COL4A4/C1QB/C1QC/FCN3/COL25A1	10	geneontology_Cellular_Component	0.0446428571428571
GO:0044420	GO:0044420	extracellular matrix component	6/224	47/18678	1.98134118448726e-05	0.000874620608580806	0.000756782948661301	MFAP4/COL4A3/ELN/COL4A4/FBLN5/TNC	6	geneontology_Cellular_Component	0.0267857142857143
GO:0030136	GO:0030136	clathrin-coated vesicle	10/224	182/18678	7.14558274196739e-05	0.00253248223215771	0.00219128082768883	SFTPC/SFTPD/SFTPA1/CD207/SFTPA2/NRGN/SFTA3/VWF/FOLR1/AREG	10	geneontology_Cellular_Component	0.0446428571428571
GO:0045334	GO:0045334	clathrin-coated endocytic vesicle	6/224	59/18678	7.37616184123604e-05	0.00253248223215771	0.00219128082768883	SFTPC/SFTPD/SFTPA1/CD207/SFTPA2/SFTA3	6	geneontology_Cellular_Component	0.0267857142857143
GO:0000776	GO:0000776	kinetochore	8/224	131/18678	0.000184510371481152	0.00570137047876759	0.004933224669075	CCNB1/CENPA/AURKB/NUF2/NEK2/BUB1B/BIRC5/HJURP	8	geneontology_Cellular_Component	0.0357142857142857
GO:0046658	GO:0046658	anchored component of plasma membrane	5/224	49/18678	0.000294401369549879	0.00827000210826477	0.00715578448475303	GPC4/GPIHBP1/GPC3/FOLR1/CD14	5	geneontology_Cellular_Component	0.0223214285714286
GO:0000779	GO:0000779	condensed chromosome, centromeric region	7/224	110/18678	0.000363299220356603	0.00935495492418252	0.00809456157636641	CCNB1/CENPA/AURKB/NEK2/BUB1B/BIRC5/HJURP	7	geneontology_Cellular_Component	0.03125
GO:0072562	GO:0072562	blood microparticle	8/224	147/18678	0.000403623360463958	0.00959381679872023	0.0083012415836312	A2M/C4BPA/C1QB/C1QC/FCN3/FGA/AMBP/FGG	8	geneontology_Cellular_Component	0.0357142857142857
GO:0031362	GO:0031362	anchored component of external side of plasma membrane	3/224	14/18678	0.000561843813523352	0.0123429627154349	0.010679994991383	GPIHBP1/FOLR1/CD14	3	geneontology_Cellular_Component	0.0133928571428571
GO:0031225	GO:0031225	anchored component of membrane	8/224	156/18678	0.000599172947351209	0.0123429627154349	0.010679994991383	GFRA1/GPC4/GPIHBP1/ALPL/GPC3/FOLR1/CD14/NT5E	8	geneontology_Cellular_Component	0.0357142857142857
GO:0030139	GO:0030139	endocytic vesicle	11/224	289/18678	0.00076404257648643	0.0147555722583942	0.0127675535807601	SFTPC/SFTPD/SFTPA1/CD207/SFTPA2/DMBT1/SFTA3/SCGB3A2/LTF/CD163/ADAM8	11	geneontology_Cellular_Component	0.0491071428571429
GO:0000780	GO:0000780	condensed nuclear chromosome, centromeric region	3/224	17/18678	0.00102208350490611	0.0185778707656464	0.0160748736994522	CCNB1/CENPA/AURKB	3	geneontology_Cellular_Component	0.0133928571428571
GO:0030135	GO:0030135	coated vesicle	10/224	261/18678	0.0012535140019126	0.021127717244309	0.0182811792882115	SFTPC/SFTPD/SFTPA1/CD207/SFTPA2/NRGN/SFTA3/VWF/FOLR1/AREG	10	geneontology_Cellular_Component	0.0446428571428571
GO:0000777	GO:0000777	condensed chromosome kinetochore	6/224	100/18678	0.00129911529981188	0.021127717244309	0.0182811792882115	CCNB1/CENPA/NEK2/BUB1B/BIRC5/HJURP	6	geneontology_Cellular_Component	0.0267857142857143
GO:0031233	GO:0031233	intrinsic component of external side of plasma membrane	3/224	19/18678	0.00143093918105214	0.0211918157962903	0.0183366418404284	GPIHBP1/FOLR1/CD14	3	geneontology_Cellular_Component	0.0133928571428571
GO:0005771	GO:0005771	multivesicular body	4/224	41/18678	0.00144022049101002	0.0211918157962903	0.0183366418404284	LRRK2/CTSH/SFTPC/NAPSA	4	geneontology_Cellular_Component	0.0178571428571429
GO:0000775	GO:0000775	chromosome, centromeric region	8/224	185/18678	0.00179692814621378	0.0252386725990935	0.0218382655090095	CCNB1/CENPA/AURKB/NUF2/NEK2/BUB1B/BIRC5/HJURP	8	geneontology_Cellular_Component	0.0357142857142857
GO:0045178	GO:0045178	basal part of cell	4/224	45/18678	0.00204128820771952	0.0274242633124057	0.0237293915222315	AQP1/ITGA9/ITGA2/MET	4	geneontology_Cellular_Component	0.0178571428571429
GO:0060205	GO:0060205	cytoplasmic vesicle lumen	11/224	338/18678	0.00264826260557854	0.03348199983912	0.0289709690312944	CTSH/A2M/SCGB3A2/VWF/LTF/S100P/PLAC8/APOH/FGA/CHI3L1/FGG	11	geneontology_Cellular_Component	0.0491071428571429
GO:0031983	GO:0031983	vesicle lumen	11/224	339/18678	0.00270889966335922	0.03348199983912	0.0289709690312944	CTSH/A2M/SCGB3A2/VWF/LTF/S100P/PLAC8/APOH/FGA/CHI3L1/FGG	11	geneontology_Cellular_Component	0.0491071428571429
GO:0005788	GO:0005788	endoplasmic reticulum lumen	10/224	306/18678	0.00397192962921466	0.0472048559779742	0.0408449443652033	CHRDL1/COL4A3/COL4A4/SERPIND1/STC2/GPC3/FGA/COL25A1/TNC/FGG	10	geneontology_Cellular_Component	0.0446428571428571
GO:0005201	GO:0005201	extracellular matrix structural constituent	16/213	158/16969	1.47778698447957e-10	5.71903562993592e-08	4.80669661267564e-08	ABI3BP/MFAP4/TNXB/COL6A6/MGP/PRG4/COL4A3/ELN/COL4A4/FBLN5/VWF/FGA/CHI3L1/COL25A1/TNC/FGG	16	geneontology_Molecular_Function	0.0751173708920188
GO:0004857	GO:0004857	enzyme inhibitor activity	17/213	332/16969	1.04312214801728e-06	0.000201844135641344	0.000169644601967021	LRRK2/A2M/ITIH5/SCGB1A1/COL4A3/BIRC5/SERPIND1/LTF/CPAMD8/GPC3/PPP1R1B/ANXA1/PI3/SH3RF2/CST6/AMBP/TESC	17	geneontology_Molecular_Function	0.07981220657277
GO:0008201	GO:0008201	heparin binding	11/213	148/16969	2.67767608135708e-06	0.000345420214495063	0.000290316459347136	ABI3BP/ADAMTS8/SELP/TNXB/NDNF/SERPIND1/LTF/APOH/COL25A1/CXCL11/CXCL10	11	geneontology_Molecular_Function	0.0516431924882629
GO:0030414	GO:0030414	peptidase inhibitor activity	11/213	157/16969	4.75073362759918e-06	0.000442883160051166	0.00037223146050812	A2M/ITIH5/COL4A3/BIRC5/SERPIND1/LTF/CPAMD8/GPC3/PI3/CST6/AMBP	11	geneontology_Molecular_Function	0.0516431924882629
GO:0061134	GO:0061134	peptidase regulator activity	12/213	192/16969	5.72200465182385e-06	0.000442883160051166	0.00037223146050812	CTSH/A2M/ITIH5/COL4A3/BIRC5/SERPIND1/LTF/CPAMD8/GPC3/PI3/CST6/AMBP	12	geneontology_Molecular_Function	0.0563380281690141
GO:0005539	GO:0005539	glycosaminoglycan binding	12/213	199/16969	8.24754269670931e-06	0.000460052825987404	0.000386662105889046	ABI3BP/ADAMTS8/SELP/TNXB/NDNF/SERPIND1/LTF/APOH/HABP2/COL25A1/CXCL11/CXCL10	12	geneontology_Molecular_Function	0.0563380281690141
GO:0019865	GO:0019865	immunoglobulin binding	5/213	23/16969	8.3213689455086e-06	0.000460052825987404	0.000386662105889046	MS4A1/FCER1A/VWF/FCGR3A/AMBP	5	geneontology_Molecular_Function	0.0234741784037559
GO:0004866	GO:0004866	endopeptidase inhibitor activity	10/213	149/16969	1.88312893182884e-05	0.000910963620772202	0.00076564057886199	A2M/ITIH5/COL4A3/BIRC5/SERPIND1/LTF/CPAMD8/PI3/CST6/AMBP	10	geneontology_Molecular_Function	0.0469483568075117
GO:1901681	GO:1901681	sulfur compound binding	12/213	221/16969	2.36068391258197e-05	0.000970042408449108	0.000815294721095538	ABI3BP/ADAMTS8/SELP/TNXB/NDNF/SERPIND1/LTF/APOH/COL25A1/ITGA2/CXCL11/CXCL10	12	geneontology_Molecular_Function	0.0563380281690141
GO:0061135	GO:0061135	endopeptidase regulator activity	10/213	154/16969	2.50656953087625e-05	0.000970042408449108	0.000815294721095538	A2M/ITIH5/COL4A3/BIRC5/SERPIND1/LTF/CPAMD8/PI3/CST6/AMBP	10	geneontology_Molecular_Function	0.0469483568075117
GO:0005044	GO:0005044	scavenger receptor activity	6/213	51/16969	4.09901175701574e-05	0.00144210686360463	0.00121205228030417	SUSD2/PRG4/DMBT1/AGER/TMPRSS2/CD163	6	geneontology_Molecular_Function	0.028169014084507
GO:0048306	GO:0048306	calcium-dependent protein binding	6/213	58/16969	8.56410343612973e-05	0.00276192335815184	0.00232132277347727	SELP/A2M/DMBT1/TNNC1/S100P/ANXA1	6	geneontology_Molecular_Function	0.028169014084507
GO:0038024	GO:0038024	cargo receptor activity	7/213	85/16969	9.58482748367123e-05	0.00285332941244674	0.00239814711939628	SUSD2/PRG4/DMBT1/AGER/TMPRSS2/CD163/FOLR1	7	geneontology_Molecular_Function	0.0328638497652582
GO:0004033	GO:0004033	aldo-keto reductase (NADP) activity	4/213	23/16969	0.000177207107529451	0.00489851075813554	0.00411706738545868	AKR1C2/AKR7A3/AKR1C3/AKR1C1	4	geneontology_Molecular_Function	0.0187793427230047
GO:0045236	GO:0045236	CXCR chemokine receptor binding	3/213	10/16969	0.000219272032815543	0.005657218446641	0.00475474092210545	CXCL9/CXCL11/CXCL10	3	geneontology_Molecular_Function	0.0140845070422535
GO:0016616	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	7/213	108/16969	0.000424755091201344	0.0102737637684325	0.008634823893501	ADH1B/HSD17B6/SDR16C5/AKR1C2/AKR7A3/AKR1C3/AKR1C1	7	geneontology_Molecular_Function	0.0328638497652582
GO:0048018	GO:0048018	receptor ligand activity	14/213	397/16969	0.000508589649065307	0.0104284555867335	0.00876483823283193	IL33/SCGB3A1/BMP3/GAL/STC2/INHA/CCL13/CXCL9/CALCA/TFF1/NTS/AREG/CXCL11/CXCL10	14	geneontology_Molecular_Function	0.0657276995305164
GO:0001530	GO:0001530	lipopolysaccharide binding	4/213	30/16969	0.000511991359555392	0.0104284555867335	0.00876483823283193	SELP/LTF/CD14/BPIFA2	4	geneontology_Molecular_Function	0.0187793427230047
GO:0008009	GO:0008009	chemokine activity	4/213	30/16969	0.000511991359555392	0.0104284555867335	0.00876483823283193	CCL13/CXCL9/CXCL11/CXCL10	4	geneontology_Molecular_Function	0.0187793427230047
GO:0004745	GO:0004745	retinol dehydrogenase activity	3/213	14/16969	0.000640887868445169	0.012401180254414	0.0104228605973451	HSD17B6/SDR16C5/AKR1C3	3	geneontology_Molecular_Function	0.0140845070422535
GO:0005125	GO:0005125	cytokine activity	8/213	154/16969	0.000736243357039142	0.0134385614003552	0.0112947517277567	IL33/SCGB3A1/INHA/CCL13/CXCL9/AREG/CXCL11/CXCL10	8	geneontology_Molecular_Function	0.0375586854460094
GO:0008106	GO:0008106	alcohol dehydrogenase (NADP+) activity	3/213	15/16969	0.000793720760687637	0.0134385614003552	0.0112947517277567	AKR1C2/AKR1C3/AKR1C1	3	geneontology_Molecular_Function	0.0140845070422535
GO:0016614	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	7/213	120/16969	0.000798674191752374	0.0134385614003552	0.0112947517277567	ADH1B/HSD17B6/SDR16C5/AKR1C2/AKR7A3/AKR1C3/AKR1C1	7	geneontology_Molecular_Function	0.0328638497652582
GO:0030545	GO:0030545	receptor regulator activity	14/213	425/16969	0.000986629933903958	0.0154725081434127	0.0130042296105386	IL33/SCGB3A1/BMP3/GAL/STC2/INHA/CCL13/CXCL9/CALCA/TFF1/NTS/AREG/CXCL11/CXCL10	14	geneontology_Molecular_Function	0.0657276995305164
GO:0005518	GO:0005518	collagen binding	5/213	61/16969	0.000999516029936219	0.0154725081434127	0.0130042296105386	ABI3BP/ITGA9/VWF/ITGA2/MMP13	5	geneontology_Molecular_Function	0.0234741784037559
GO:0001664	GO:0001664	G protein-coupled receptor binding	9/213	205/16969	0.00115805349268969	0.0172371808334966	0.0144873898478184	GAL/CCL13/PPP1R1B/FLNA/FPR1/CXCL9/CALCA/CXCL11/CXCL10	9	geneontology_Molecular_Function	0.0422535211267606
GO:0030020	GO:0030020	extracellular matrix structural constituent conferring tensile strength	4/213	41/16969	0.00169886536293395	0.0243504035353866	0.0204658634365143	COL6A6/COL4A3/COL4A4/COL25A1	4	geneontology_Molecular_Function	0.0187793427230047
GO:0004190	GO:0004190	aspartic-type endopeptidase activity	3/213	20/16969	0.00189878555792041	0.0262439289612571	0.0220573209547898	NAPSA/CTSE/PGC	3	geneontology_Molecular_Function	0.0140845070422535
GO:0050840	GO:0050840	extracellular matrix binding	4/213	43/16969	0.002030252573711	0.0270933705526261	0.0227712539120399	ITGA9/ELN/SMOC1/ITGA2	4	geneontology_Molecular_Function	0.0187793427230047
GO:0004867	GO:0004867	serine-type endopeptidase inhibitor activity	5/213	73/16969	0.00223548000543251	0.0288376920700793	0.024237309532584	A2M/ITIH5/CPAMD8/PI3/AMBP	5	geneontology_Molecular_Function	0.0234741784037559
GO:0070001	GO:0070001	aspartic-type peptidase activity	3/213	22/16969	0.00251811030146688	0.0310539905126208	0.0261000491456544	NAPSA/CTSE/PGC	3	geneontology_Molecular_Function	0.0140845070422535
GO:0004175	GO:0004175	endopeptidase activity	11/213	322/16969	0.00256777182533299	0.0310539905126208	0.0261000491456544	ADAMTS8/CTSH/TMPRSS2/NAPSA/CTSE/CPS1/LTF/ADAM8/PGC/KLK12/MMP13	11	geneontology_Molecular_Function	0.0516431924882629
GO:0042379	GO:0042379	chemokine receptor binding	4/213	47/16969	0.00282210702817778	0.0330956187849939	0.0278159831485465	CCL13/CXCL9/CXCL11/CXCL10	4	geneontology_Molecular_Function	0.0187793427230047
GO:0005178	GO:0005178	integrin binding	6/213	113/16969	0.00302443313410507	0.0344251653793724	0.0289334315306027	ADAMTS8/TNXB/COL4A3/FBLN5/VWF/ITGA2	6	geneontology_Molecular_Function	0.028169014084507
GO:0016628	GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	3/213	26/16969	0.00409753639108558	0.0453070452385748	0.0380793607472314	AKR1C2/AKR1C3/AKR1C1	3	geneontology_Molecular_Function	0.0140845070422535
GO:0004497	GO:0004497	monooxygenase activity	5/213	86/16969	0.00454759098878551	0.0488866031294442	0.0410878834951673	CYP4B1/CYP4X1/AKR1C2/AKR1C3/AKR1C1	5	geneontology_Molecular_Function	0.0234741784037559
