p.value	HR	Low 95%CI	High 95%CI
ZC3HAV1	0.146988671567305	1.11491003404588	0.962491310378884	1.29146556505209
PDYN	0.0970903383894012	1.11451372033922	0.980533269007194	1.26680131320996
PDYN.1	0.0970903383894012	1.11451372033922	0.980533269007194	1.26680131320996
CSK	0.166824776239189	1.11408184244833	0.955876787276537	1.2984710667673
FGFRL1	0.152439179658685	1.1139860783798	0.960881122231847	1.29148648476057
PLXNA4	0.134773980372713	1.11370909859741	0.967109082761322	1.28253159690856
PLXNA4.1	0.134773980372713	1.11370909859741	0.967109082761322	1.28253159690856
PSME1	0.17169117944971	1.11319958001113	0.954525940933643	1.29825000222085
PSME1.1	0.17169117944971	1.11319958001113	0.954525940933643	1.29825000222085
HSP90AB1	0.140121159776891	1.11310168145585	0.965415128500259	1.28338091737237
HRG	0.206979254967316	1.11277453195041	0.942603672212884	1.31366680977431
SH2D1B	0.120657117276571	1.11267658848152	0.972326462779858	1.2732855043514
AHNAK	0.151854503250781	1.11230556498647	0.961617371779358	1.28660702916643
GCG	0.0660646197900025	1.11221862739635	0.992966418314075	1.24579265956218
BDNF	0.146481601644503	1.11153090292055	0.963691428128473	1.28205036600436
RAC3	0.159538628618603	1.11138541431281	0.959307230198791	1.28757242754368
RAC3.1	0.159538628618603	1.11138541431281	0.959307230198791	1.28757242754368
FGF5	0.0220644801949898	1.11054780397525	1.01519667786867	1.21485466983945
NOX1	0.188861952928631	1.1100761292545	0.949952997144929	1.29718945720918
EDN2	0.168805245449327	1.10950413162713	0.956863743653261	1.28649395095458
EDN2.1	0.168805245449327	1.10950413162713	0.956863743653261	1.28649395095458
NOX4	0.142730006795865	1.10945512681461	0.965579591066818	1.27476873973205
NAMPT	0.167615004966183	1.10840933380688	0.957656805706673	1.2828930405435
PRDX1	0.158670706649675	1.10840649799933	0.960607080063117	1.27894639786166
ZC3HAV1L	0.150990338507814	1.10794742683783	0.963291550328978	1.27432603370947
PSMC2	0.173716848280284	1.10738000571899	0.956038305694352	1.28267922923398
ULBP3	0.167466071622851	1.10708014666271	0.958188482626285	1.27910789302688
ULBP3.1	0.167466071622851	1.10708014666271	0.958188482626285	1.27910789302688
NFYA	0.132904858188989	1.10701626152876	0.969540331084689	1.26398558574461
JAK1	0.170513349792665	1.1065439470821	0.957395255953308	1.27892790277597
NR4A2	0.164895155631095	1.10647959388535	0.959240283443579	1.27631951328147
CMTM1	0.163115182033635	1.10624373445037	0.959900489247484	1.27489798548814
SCT	0.157117987231967	1.105892623736	0.961960963744582	1.27135979663145
PPP3R1	0.163071738541855	1.10577418415576	0.960079687868314	1.27357818501525
PPP3R1.1	0.163071738541855	1.10577418415576	0.960079687868314	1.27357818501525
PPP3R1.2	0.163071738541855	1.10577418415576	0.960079687868314	1.27357818501525
AMH	0.160728786819757	1.10550954468021	0.960926662625606	1.27184664648568
IFNL1	0.149183758254171	1.10513719517604	0.964766427079002	1.26593151034427
IFNL1.1	0.149183758254171	1.10513719517604	0.964766427079002	1.26593151034427
IFNL1.2	0.149183758254171	1.10513719517604	0.964766427079002	1.26593151034427
FGF2	0.189013878623175	1.10511152268086	0.952000011384662	1.28284817537522
FGF2.1	0.189013878623175	1.10511152268086	0.952000011384662	1.28284817537522
FGF2.2	0.189013878623175	1.10511152268086	0.952000011384662	1.28284817537522
FGFR1	0.19873304141801	1.10485657113566	0.948990120194436	1.28632323646481
LEFTY1	0.094696740998101	1.10469888523099	0.982937071715625	1.24154400332116
LEFTY1.1	0.094696740998101	1.10469888523099	0.982937071715625	1.24154400332116
IRF1	0.181643749149672	1.10386978359392	0.954865217899957	1.27612617601844
MMP9	0.18324643903634	1.10373134085871	0.954413640544177	1.27640974630159
MMP9.1	0.18324643903634	1.10373134085871	0.954413640544177	1.27640974630159
RBP1	0.1757700762656	1.10364159527741	0.956815181033027	1.27299900228529
F2R	0.180174288242404	1.10352631787919	0.955468509333719	1.27452691779575
HTR3D	0.0653993542739839	1.10282271594614	0.993780812193313	1.22382916623493
TNFRSF10A	0.181628423888117	1.10258357771347	0.955390442092591	1.27245416353622
TNFRSF10A.1	0.181628423888117	1.10258357771347	0.955390442092591	1.27245416353622
TNFRSF10A.2	0.181628423888117	1.10258357771347	0.955390442092591	1.27245416353622
MUC5AC	0.171328494488249	1.10008949324226	0.959557272152015	1.26120339896741
NFYB	0.188767676955515	1.09899559659264	0.954678626250868	1.26512869160289
IL23A	0.148325624288753	1.09859592796723	0.967084346669632	1.24799146744795
IL23A.1	0.148325624288753	1.09859592796723	0.967084346669632	1.24799146744795
PTGS2	0.192628690592166	1.09839642998834	0.953766561257639	1.26495807928123
SPP1	0.205471808340543	1.09803215202062	0.950041084980668	1.26907628094375
CCL7	0.190566436969948	1.0975990060094	0.954735379358394	1.26184030050549
CCL7.1	0.190566436969948	1.0975990060094	0.954735379358394	1.26184030050549
CCL7.2	0.190566436969948	1.0975990060094	0.954735379358394	1.26184030050549
NR1H2	0.265872313855468	1.097280413887	0.931740540251742	1.29223131836113
IL17C	0.19052483431016	1.09692392203186	0.955040010658048	1.2598865778374
IL17C.1	0.19052483431016	1.09692392203186	0.955040010658048	1.2598865778374
PIK3CB	0.201664588617043	1.09640423237799	0.951950620589315	1.26277793698186
PIK3CB.1	0.201664588617043	1.09640423237799	0.951950620589315	1.26277793698186
PIK3CB.2	0.201664588617043	1.09640423237799	0.951950620589315	1.26277793698186
NFKBIE	0.215354949291724	1.09565391458452	0.948228671265388	1.26600000287103
NFKBIE.1	0.215354949291724	1.09565391458452	0.948228671265388	1.26600000287103
PDIA3	0.209867338240095	1.09540555820552	0.94998570553849	1.26308567587065
SEMG1	0.201474727019726	1.09509725444754	0.952614251446123	1.25889151340958
LIMS1	0.224511808057162	1.09422598959814	0.946241770448047	1.26535369046865
IRF3	0.25992968807803	1.09385154220776	0.935791929649704	1.27860815901478
ADIPOR1	0.206892721764336	1.09362930028604	0.951721466187265	1.25669651146525
IREB2	0.215907443859775	1.09312743544349	0.949342317770965	1.25868990326368
CHP1	0.211895060413596	1.09299724756695	0.950575216695103	1.25675797370606
CHP1.1	0.211895060413596	1.09299724756695	0.950575216695103	1.25675797370606
CHP1.2	0.211895060413596	1.09299724756695	0.950575216695103	1.25675797370606
IL18	0.254006211610448	1.09231775110986	0.938546347165711	1.27128305703058
IL18.1	0.254006211610448	1.09231775110986	0.938546347165711	1.27128305703058
IL18.2	0.254006211610448	1.09231775110986	0.938546347165711	1.27128305703058
IL18.3	0.254006211610448	1.09231775110986	0.938546347165711	1.27128305703058
INHBC	0.252926412316523	1.09167257802614	0.939266293303642	1.2688084583793
INHBC.1	0.252926412316523	1.09167257802614	0.939266293303642	1.2688084583793
THRB	0.242806594786083	1.09095627874044	0.942680884395646	1.26255408571928
CARD11	0.266237661836758	1.09057268672114	0.935992510405078	1.27068194649061
CARD11.1	0.266237661836758	1.09057268672114	0.935992510405078	1.27068194649061
NR5A1	0.203067445103721	1.09021224712755	0.954445534478596	1.2452913244926
NPY	0.197159572015224	1.08975844723637	0.956309947340965	1.24182904990698
DCK	0.21931984894174	1.08950260958927	0.950224073002224	1.24919581604734
MLN	0.291224023317776	1.08924578460166	0.929357293464278	1.27664181216015
NFKBIA	0.251928982292389	1.08869391941807	0.941389344574048	1.25904808356862
NFKBIA.1	0.251928982292389	1.08869391941807	0.941389344574048	1.25904808356862
CGB7	0.22979908335293	1.08867125995902	0.947713680078005	1.25059407411235
TRHR	0.158696787655515	1.08819555658004	0.967527617530315	1.22391293840607
CLCF1	0.25241215708032	1.08782606342913	0.941784827472929	1.25651370648115
WFIKKN1	0.263315737865471	1.08695457716606	0.939209884255532	1.25794060798108
BCL10	0.256521129377246	1.08644694326024	0.941474322213579	1.25374312678465
BCL10.1	0.256521129377246	1.08644694326024	0.941474322213579	1.25374312678465
HSPA1L	0.253535994950094	1.08643838639379	0.942324471087886	1.25259229028327
ULBP2	0.269236960887499	1.086281413085	0.937951265069193	1.25806889159309
ULBP2.1	0.269236960887499	1.086281413085	0.937951265069193	1.25806889159309
IL10RB	0.251020433977826	1.08549572341409	0.943613367645183	1.24871160790226
IL10RB.1	0.251020433977826	1.08549572341409	0.943613367645183	1.24871160790226
IL13RA1	0.26386208243708	1.08521253383824	0.940189452527884	1.2526052493284
IL13RA1.1	0.26386208243708	1.08521253383824	0.940189452527884	1.2526052493284
TGFB2	0.275339463099305	1.08506869954386	0.937022557541537	1.25650559130494
TGFB2.1	0.275339463099305	1.08506869954386	0.937022557541537	1.25650559130494
IL7	0.257513662349525	1.08501117862296	0.94210299400158	1.24959719397178
IL7.1	0.257513662349525	1.08501117862296	0.94210299400158	1.24959719397178
LCN15	0.273463586941002	1.08419916528946	0.938152721600717	1.25298131418165
EIF2AK2	0.266967106445049	1.08413728286968	0.940023978702722	1.25034432603528
SEMG2	0.181259252774407	1.08393022994626	0.963134895819186	1.21987558387867
CMTM3	0.266694637890966	1.08370784024887	0.940385174221378	1.248874094585
MICB	0.270668108131484	1.08313591882238	0.939660431433205	1.2485184853999
MICB.1	0.270668108131484	1.08313591882238	0.939660431433205	1.2485184853999
HMOX1	0.261645665835511	1.08308405053169	0.942193551372414	1.24504254864345
CCL26	0.277257264960497	1.08304907889628	0.937876357268843	1.2506929065937
CCL26.1	0.277257264960497	1.08304907889628	0.937876357268843	1.2506929065937
CCL26.2	0.277257264960497	1.08304907889628	0.937876357268843	1.2506929065937
HBEGF	0.26915728968088	1.08157824381063	0.941128389613889	1.24298821541705
FGF4	0.162949465124289	1.08128267735829	0.968863058978707	1.20674662690469
PDGFC	0.309158479491311	1.08124941831984	0.930128993923644	1.25692276260015
MTNR1B	0.240841424165392	1.08114549694972	0.948990110451345	1.23170470661567
IL4R	0.288367441127669	1.08095237870699	0.93626358288055	1.24800116804432
IL4R.1	0.288367441127669	1.08095237870699	0.93626358288055	1.24800116804432
TNFRSF10B	0.313815959951464	1.08055288357094	0.929341880761262	1.25636706831403
TNFRSF10B.1	0.313815959951464	1.08055288357094	0.929341880761262	1.25636706831403
TNFRSF10B.2	0.313815959951464	1.08055288357094	0.929341880761262	1.25636706831403
TNFRSF10B.3	0.313815959951464	1.08055288357094	0.929341880761262	1.25636706831403
RBP7	0.289219728398598	1.08029523595039	0.936509158070091	1.2461573779183
CHUK	0.278261069998329	1.08002785301751	0.939711981912052	1.24129540300231
CHUK.1	0.278261069998329	1.08002785301751	0.939711981912052	1.24129540300231
CDK4	0.271207663377631	1.07992611971726	0.941691111532751	1.23845325687458
TNFAIP3	0.290853281982154	1.07990249524651	0.936346743927574	1.24546745829218
MDK	0.324632492828912	1.07957699866052	0.927009193829566	1.25725451677789
NPPB	0.275667314780833	1.07946322741471	0.940808963281607	1.23855203853091
PRDX2	0.322263549240442	1.07943844671409	0.927815966197315	1.25583887612982
IL1RN	0.304221219246683	1.07908351178459	0.933249091243581	1.24770678732055
IL1RN.1	0.304221219246683	1.07908351178459	0.933249091243581	1.24770678732055
OGFR	0.34049181346972	1.07860373720243	0.923189830903159	1.26018071577858
CALCR	0.250423699621588	1.07854524422536	0.948065458664035	1.22698262362638
AKT1	0.350037515908921	1.07830571207642	0.920602648514325	1.26302396649964
AKT1.1	0.350037515908921	1.07830571207642	0.920602648514325	1.26302396649964
JAG2	0.317690530834947	1.07747432217229	0.930766231035004	1.24730665577507
DLL4	0.314669988815916	1.07716615076782	0.931867297285621	1.24512032962172
NRP2	0.325375325588371	1.07687525096522	0.929100885649558	1.24815326737168
TAPBPL	0.31873738628276	1.07637827817727	0.931386265348456	1.24394168223901
AVPR1B	0.348469767640024	1.07634795858501	0.922902620246581	1.25530570889548
NFKB1	0.308731268673225	1.07569295967816	0.934699049322173	1.23795498063283
NFKB1.1	0.308731268673225	1.07569295967816	0.934699049322173	1.23795498063283
NFKB1.2	0.308731268673225	1.07569295967816	0.934699049322173	1.23795498063283
SLC10A2	0.347894552440789	1.07542298530182	0.923935748638573	1.25174786127675
RNASE3	0.322712513719642	1.07505113325241	0.931403110761848	1.24085363872357
TMSB15B	0.318501956650399	1.07438902949671	0.933115638709636	1.23705116366835
CGB2	0.225255322133278	1.07420723254275	0.956846795909824	1.20596231641236
S100A8	0.314080967739163	1.07416214782887	0.93449956605511	1.23469754480365
CGA	0.307985906932136	1.07349421922112	0.936667683217703	1.23030810109984
PF4	0.308567524310438	1.07324012478522	0.936719126095827	1.22965821168807
PF4.1	0.308567524310438	1.07324012478522	0.936719126095827	1.22965821168807
PF4.2	0.308567524310438	1.07324012478522	0.936719126095827	1.22965821168807
BPIFC	0.346080043149359	1.07320531008878	0.926526385616076	1.24310505937389
GDF1	0.281568329246687	1.07310969048742	0.943770992395499	1.22017355597577
GDF1.1	0.281568329246687	1.07310969048742	0.943770992395499	1.22017355597577
HTR3B	0.188370765285061	1.07289238445087	0.966112165754611	1.19147456104496
ILK	0.342396492580537	1.07283185130317	0.927906207611824	1.24039280234246
VAV3	0.329772120809569	1.0725647232186	0.931619954285563	1.23483302413288
VAV3.1	0.329772120809569	1.0725647232186	0.931619954285563	1.23483302413288
VAV3.2	0.329772120809569	1.0725647232186	0.931619954285563	1.23483302413288
MAPK3	0.363986763254407	1.07255451727472	0.922025120665149	1.24765927385637
MAPK3.1	0.363986763254407	1.07255451727472	0.922025120665149	1.24765927385637
IL17RC	0.34393973751557	1.07201051188394	0.928236037671091	1.23805421353063
IL17RC.1	0.34393973751557	1.07201051188394	0.928236037671091	1.23805421353063
ERAP2	0.349931504059641	1.07173714518578	0.926825405363527	1.23930624012237
EDN1	0.355010167153821	1.07164746743022	0.925485515266068	1.24089278060656
EDN1.1	0.355010167153821	1.07164746743022	0.925485515266068	1.24089278060656
CXCL11	0.350135155305476	1.07100201343711	0.927466808191408	1.23675079545231
CXCL11.1	0.350135155305476	1.07100201343711	0.927466808191408	1.23675079545231
CXCL11.2	0.350135155305476	1.07100201343711	0.927466808191408	1.23675079545231
CXCL11.3	0.350135155305476	1.07100201343711	0.927466808191408	1.23675079545231
RNASEL	0.381222325590701	1.07055002252304	0.919046601763165	1.24702854950485
ECD	0.342727707838544	1.07028901857222	0.930163230056325	1.23152425967959
GRB2	0.345439127778181	1.07019753100911	0.929513593424216	1.23217429360958
GRB2.1	0.345439127778181	1.07019753100911	0.929513593424216	1.23217429360958
MAPK1	0.334200562897534	1.07000396552855	0.93270577533801	1.2275130234204
MAPK1.1	0.334200562897534	1.07000396552855	0.93270577533801	1.2275130234204
CXCL3	0.361254105274526	1.06999133760574	0.925352643108767	1.23723800983053
CXCL3.1	0.361254105274526	1.06999133760574	0.925352643108767	1.23723800983053
CXCL3.2	0.361254105274526	1.06999133760574	0.925352643108767	1.23723800983053
ARTN	0.319727505988154	1.06997050740906	0.936517474717845	1.22244049644682
SH3BP2	0.368586273169536	1.06966410644577	0.923617591728465	1.2388041445564
APOBEC3F	0.3903239746505	1.0694085039616	0.917591706556681	1.24634359723776
OPRM1	0.224948703168213	1.06919951853525	0.959674572568543	1.19122423695805
DEFB114	0.41587780009707	1.06897463056725	0.910299556321428	1.25530848923416
CALR	0.388573247380323	1.06863792776764	0.91895261483172	1.24270501245881
IL18R1	0.366747004015783	1.06852464851069	0.92529193896415	1.23392939719443
IL18R1.1	0.366747004015783	1.06852464851069	0.92529193896415	1.23392939719443
UCN	0.34137565915805	1.06848496799565	0.932193809846826	1.22470254015123
APOBEC3C	0.395562714138924	1.06841768129477	0.917139569542822	1.2446484478609
DEFB123	0.287030386837206	1.06840684444617	0.945876490933612	1.20680997593326
THBS1	0.353984494140653	1.06799114596863	0.929307726470913	1.2273707141109
SEMA6A	0.379130709072337	1.06782942334109	0.922540476738315	1.23599961855811
SEMA6A.1	0.379130709072337	1.06782942334109	0.922540476738315	1.23599961855811
VIM	0.392938772601746	1.06642601168084	0.920134058000144	1.23597689760694
CRABP1	0.357183350688126	1.06640400000157	0.930005499167246	1.22280727612649
NR1D1	0.405605747559288	1.06612024524131	0.916800767451786	1.23975940865818
BACH2	0.396406619316212	1.06587746707416	0.919755291218573	1.23521417670915
AMHR2	0.35468422902806	1.06581999033535	0.931235256687148	1.21985528752386
AMHR2.1	0.35468422902806	1.06581999033535	0.931235256687148	1.21985528752386
TNFSF14	0.426547475577444	1.06488375794141	0.91201494984978	1.24337590969775
TNFSF14.1	0.426547475577444	1.06488375794141	0.91201494984978	1.24337590969775
TYMP	0.404854869056979	1.06453321613901	0.918871902770513	1.23328503662637
TYMP.1	0.404854869056979	1.06453321613901	0.918871902770513	1.23328503662637
SEMA5B	0.375887349894344	1.06445233018524	0.927011366553371	1.22227062592501
SEMA5B.1	0.375887349894344	1.06445233018524	0.927011366553371	1.22227062592501
PGRMC2	0.397886437454049	1.06378651415575	0.921712676537125	1.22775977428371
SDC3	0.413641482256994	1.06351152983341	0.917545675848013	1.23269805946528
PTH2	0.368161788279378	1.06315796041562	0.930400100053487	1.21485890718426
EBI3	0.417277103763173	1.06256757851929	0.917639528368454	1.23038494312444
TNC	0.412793901506201	1.0617949761681	0.919859016517927	1.22563191877333
TNC.1	0.412793901506201	1.0617949761681	0.919859016517927	1.22563191877333
RETNLB	0.414247017372286	1.06144231666919	0.919875668670369	1.22479573054106
RNASE7	0.407659716904509	1.06134826278325	0.92183011569384	1.22198235416205
CLEC11A	0.437722236258399	1.06079429795241	0.913897746922261	1.23130245846209
OSGIN1	0.405140605757113	1.06073412633751	0.923249332281303	1.21869233741744
CANX	0.398836347649215	1.06041207616246	0.925327848137349	1.215216610561
OSTN	0.368496225791528	1.06040340302309	0.933164363491637	1.20499176901222
RBP4	0.455768268496196	1.0603323497303	0.90904067175579	1.23680350815658
IL17B	0.33028894909611	1.06014595537572	0.94253660969342	1.19243054873495
IL17B.1	0.33028894909611	1.06014595537572	0.94253660969342	1.19243054873495
SEMA5A	0.456089563053916	1.05964430936549	0.909902899225093	1.23402844779033
SEMA5A.1	0.456089563053916	1.05964430936549	0.909902899225093	1.23402844779033
BECN1	0.415686499982848	1.05954632312131	0.921786387715351	1.21789432541127
TCF7L2	0.422025866088789	1.05941455139828	0.92019148980701	1.21970177310573
IL17RD	0.448099565590974	1.05894987540154	0.913281678458271	1.22785211294937
IL17RD.1	0.448099565590974	1.05894987540154	0.913281678458271	1.22785211294937
HLA-C	0.439166497217247	1.05861164020073	0.916357411541523	1.22294924518947
HLA-C.1	0.439166497217247	1.05861164020073	0.916357411541523	1.22294924518947
NR3C1	0.433119810119738	1.05832875514525	0.918458572128779	1.21949948310815
CRH	0.650892135990516	1.0580669574732	0.828594457652622	1.35109000085292
IL1RL2	0.471130983815222	1.05687850013611	0.909248919869818	1.22847785643769
IL1RL2.1	0.471130983815222	1.05687850013611	0.909248919869818	1.22847785643769
CER1	0.389886774916167	1.05679161560855	0.931763444867817	1.198596623394
PDGFRB	0.432653371182014	1.05657127715735	0.920880116212501	1.21225645342994
PDGFRB.1	0.432653371182014	1.05657127715735	0.920880116212501	1.21225645342994
GPR32	0.189995503836319	1.05654018586509	0.973116795885227	1.14711529907608
GPR32.1	0.189995503836319	1.05654018586509	0.973116795885227	1.14711529907608
NOS2	0.449980743190168	1.05573583523123	0.917154480758361	1.21525672847369
NPR3	0.463013731626299	1.05543457973907	0.913807530552151	1.21901178844073
B2M	0.449821231086217	1.05541029909758	0.917650762798794	1.21385056777365
B2M.1	0.449821231086217	1.05541029909758	0.917650762798794	1.21385056777365
IKBKG	0.494688926163237	1.05534989429608	0.904157846122731	1.23182407161191
IKBKG.1	0.494688926163237	1.05534989429608	0.904157846122731	1.23182407161191
CTSB	0.459448442965247	1.05533149428241	0.914998908918661	1.21718676598263
IL9	0.434690353770176	1.0545575391584	0.922971368327438	1.20490368559439
IL9.1	0.434690353770176	1.0545575391584	0.922971368327438	1.20490368559439
S100A14	0.528570428552014	1.0540446304493	0.894880064211582	1.24151841951896
DEFB125	0.386404138830252	1.05396101332916	0.935785959952174	1.187059717881
PDGFA	0.491211248489486	1.05298792108626	0.909032841811654	1.21973982781944
IGF2	0.486408535287458	1.05287617522056	0.910678031644767	1.2172778982545
NPR1	0.469925017495881	1.05285257610919	0.915584380805924	1.2107005867051
ROBO1	0.490871793872778	1.05225670397488	0.910303381140102	1.21634632365456
ROBO1.1	0.490871793872778	1.05225670397488	0.910303381140102	1.21634632365456
FGFR4	0.526350211551225	1.05196090743091	0.899384011389134	1.23042186290776
LTBP4	0.506151668571337	1.05122368452537	0.907272060806113	1.21801528190478
SEMA4F	0.490737764302751	1.0508740007485	0.912554227412637	1.21015949767751
SEMA4F.1	0.490737764302751	1.0508740007485	0.912554227412637	1.21015949767751
TNFSF4	0.490950343172662	1.05081693024718	0.912582530324249	1.20999053148844
TNFSF4.1	0.490950343172662	1.05081693024718	0.912582530324249	1.20999053148844
TNFSF4.2	0.490950343172662	1.05081693024718	0.912582530324249	1.20999053148844
TAC1	0.506195365684418	1.05040996888187	0.908628153605431	1.21431533719078
RNASE2	0.494894584129695	1.05013666000271	0.912509302972981	1.20852138283821
RNASE2.1	0.494894584129695	1.05013666000271	0.912509302972981	1.20852138283821
RNASE2.2	0.494894584129695	1.05013666000271	0.912509302972981	1.20852138283821
DEFA4	0.578202847904808	1.04992075198169	0.884257849985892	1.24662007293392
NDP	0.457300710209804	1.04958017876722	0.923848355585668	1.19242356713691
TGFB3	0.509236958351708	1.04924536828214	0.909666340832747	1.21024137471515
TGFB3.1	0.509236958351708	1.04924536828214	0.909666340832747	1.21024137471515
TGFB1	0.515028334116119	1.04878254690035	0.90867903307367	1.21048774170803
TGFB1.1	0.515028334116119	1.04878254690035	0.90867903307367	1.21048774170803
TGFB1.2	0.515028334116119	1.04878254690035	0.90867903307367	1.21048774170803
DUOX2	0.549527900540144	1.04878056586034	0.897311177578112	1.22581853743885
LBP	0.519226838959495	1.04791374753054	0.908903852912114	1.20818414262975
CCL21	0.53210860744872	1.04767484347573	0.905265673403955	1.21248668749875
CCL21.1	0.53210860744872	1.04767484347573	0.905265673403955	1.21248668749875
CCL21.2	0.53210860744872	1.04767484347573	0.905265673403955	1.21248668749875
INSL5	0.50327396033125	1.04766898595063	0.914122674296947	1.20072538947466
TANK	0.509359457788238	1.04766388368129	0.912336322672862	1.20306468776178
NEO1	0.509845210868616	1.04745841515446	0.912544677936664	1.20231826233283
PROK1	0.462263281257289	1.04736505411544	0.925791756957986	1.18490313651824
BCL3	0.521619500636394	1.04731868303514	0.909222455692636	1.20638950013489
NR5A2	0.526862304838853	1.04704279079799	0.9080904875049	1.20725700890697
IL12RB2	0.52338464830803	1.04691078772593	0.909409297215694	1.20520232288428
IL12RB2.1	0.52338464830803	1.04691078772593	0.909409297215694	1.20520232288428
GALR2	0.408384976282483	1.04677631380685	0.939260261220115	1.166599606507
TSHB	0.532041217472112	1.04673861301773	0.907018216975337	1.2079820487355
SKIV2L	0.535361650450514	1.04598300155848	0.907375479382291	1.20576372671444
TACR1	0.549877724872376	1.04582324053287	0.902977833293441	1.21126589171014
CALCB	0.551416670454786	1.04549060137335	0.903122673088567	1.2103013578675
CD320	0.560028168756769	1.04525261552987	0.900699390009387	1.2130051850714
APLNR	0.546622452851538	1.04521755487587	0.905233069720855	1.2068491237926
IKBKE	0.556072311137338	1.04516331719739	0.902220298134272	1.21075347326366
IL36RN	0.538729896922823	1.04500177295822	0.908167695620115	1.20245270862686
IL36RN.1	0.538729896922823	1.04500177295822	0.908167695620115	1.20245270862686
MAVS	0.553697942003855	1.04453098327334	0.904277361947774	1.20653797267234
R3HDML	0.572605451360977	1.0442452019403	0.898435719029915	1.21371848723106
NR2E1	0.531951316084631	1.04411353982959	0.911924247558946	1.19546452128417
PSMD5	0.573696714272343	1.04408309157941	0.898397184594849	1.21339372029936
KLKB1	0.580318780150179	1.04401801252009	0.896174758800802	1.21625118288863
HLA-B	0.555699089243524	1.04395037019019	0.904786351370643	1.20451902680591
HLA-B.1	0.555699089243524	1.04395037019019	0.904786351370643	1.20451902680591
HLA-B.2	0.555699089243524	1.04395037019019	0.904786351370643	1.20451902680591
SDC2	0.539172924501559	1.04367869507253	0.910553420748056	1.19626723015704
IL36B	0.597626437714014	1.04356471420892	0.890739258444678	1.22261066009765
IL36B.1	0.597626437714014	1.04356471420892	0.890739258444678	1.22261066009765
UNC93B1	0.581162411127718	1.04342725805358	0.897164647029025	1.2135347134493
OBP2B	0.570489698942355	1.04320777192254	0.901373778274192	1.20735978972371
NUDT6	0.563458816441385	1.0421624874738	0.905914205688239	1.19890232814315
PPY	0.551568345060863	1.04172697418691	0.910567088460092	1.1917793894614
FGF17	0.564175592703418	1.04125198114963	0.907581634966261	1.19460954968347
EED	0.583325256836264	1.04098145326079	0.901815163859128	1.20162360255258
FAM3C	0.563415297691248	1.04096024041039	0.90843337734647	1.19282079361774
NENF	0.568745753479927	1.04073945357159	0.90719450567489	1.19394308876982
BPIFA3	0.556065958738228	1.03996150659701	0.912769349970483	1.18487757639813
CSRP1	0.590029297486156	1.03992082403913	0.901900329130795	1.19906300656576
TNFRSF9	0.603803027835761	1.0398488011413	0.89717271210574	1.20521446388747
TNFRSF9.1	0.603803027835761	1.0398488011413	0.89717271210574	1.20521446388747
NR1I2	0.62055595454332	1.03964045160039	0.891337786244151	1.21261802796251
DEFB118	0.546772999006437	1.03941649798139	0.916603375846898	1.17868500678134
CCL15	0.605747498652358	1.03905971663571	0.898363883933337	1.20179040369258
CCL15.1	0.605747498652358	1.03905971663571	0.898363883933337	1.20179040369258
CCL15.2	0.605747498652358	1.03905971663571	0.898363883933337	1.20179040369258
MCHR1	0.611171252725367	1.03845715597262	0.897859196195911	1.20107169293328
GHSR	0.585848306717346	1.03834800168366	0.906889902287294	1.18886159155722
TMSB15A	0.602701100621866	1.03833887579285	0.901189020364501	1.19636124788415
BMP8B	0.631222877103928	1.03830190485312	0.890575718965447	1.21053249337853
BMP8B.1	0.631222877103928	1.03830190485312	0.890575718965447	1.21053249337853
INHBB	0.642509302247684	1.0382685387381	0.886023501827155	1.21667377480429
INHBB.1	0.642509302247684	1.0382685387381	0.886023501827155	1.21667377480429
CCL11	0.615368489644167	1.03795452442653	0.897566352897543	1.20030078144036
CCL11.1	0.615368489644167	1.03795452442653	0.897566352897543	1.20030078144036
CCL11.2	0.615368489644167	1.03795452442653	0.897566352897543	1.20030078144036
CGB5	0.605970381902375	1.03780696552427	0.901322015929874	1.19495949134177
BMP2	0.615954037412751	1.03775622379181	0.897848553480103	1.19946507219328
BMP2.1	0.615954037412751	1.03775622379181	0.897848553480103	1.19946507219328
MX2	0.610765652160084	1.03766608976207	0.899960684841759	1.19644216906145
GALP	0.437957028465071	1.03757931084206	0.945229982242716	1.13895120395265
RXFP3	0.632865513786483	1.03752061923874	0.891996386665132	1.20678631823836
RXFP3.1	0.632865513786483	1.03752061923874	0.891996386665132	1.20678631823836
STAB2	0.630192760271069	1.03730440761753	0.893620991810039	1.20409037379852
HLA-A	0.618462862039549	1.03706088468314	0.898685362628968	1.19674284600963
HLA-A.1	0.618462862039549	1.03706088468314	0.898685362628968	1.19674284600963
ARAF	0.621857161245951	1.03655041639315	0.898746009092512	1.19548432466442
FABP9	0.595433368294819	1.03640743236478	0.908246732054403	1.18265260743774
CHP2	0.631215250487585	1.03621626772485	0.896116866540661	1.19821888593913
CHP2.1	0.631215250487585	1.03621626772485	0.896116866540661	1.19821888593913
CHP2.2	0.631215250487585	1.03621626772485	0.896116866540661	1.19821888593913
TFR2	0.658477272633968	1.03607392151468	0.885413218981546	1.21237084316129
SHC4	0.63908236117789	1.03559556235007	0.894762110200348	1.19859586870416
INS	0.4722957663318	1.03519610016226	0.942013778328369	1.13759585097874
IL27	0.653119553059272	1.03471486073602	0.891636970605914	1.20075196332472
IL27.1	0.653119553059272	1.03471486073602	0.891636970605914	1.20075196332472
